point,area,type,months,total1,total2,monthly1,monthly2,total3
台東紅珊瑚股份有限公司附設臺東縣私立綺麗幼兒園,臺東市,準公共化,12,124320,9000,10360,750,124320
國立臺東大學附設實驗國民小學附設幼兒園,臺東市,公立,9,37500,200,4167,22,37500
臺東縣卑南部落互助教保服務中心(東台灣幼兒教保專業促進協會辦理),卑南鄉,私立,12,67000,9600,5583,800,67000
臺東縣卑南鄉初鹿國民小學附設幼兒園,卑南鄉,公立,9,36500,0,4056,0,36500
臺東縣卑南鄉利嘉國民小學附設幼兒園,卑南鄉,公立,9,35500,0,3944,0,35500
臺東縣卑南鄉大南國民小學附設幼兒園,卑南鄉,公立,9,36500,0,4056,0,36500
臺東縣卑南鄉太平國民小學附設幼兒園,卑南鄉,公立,9,35500,0,3944,0,35500
臺東縣卑南鄉富山國民小學附設幼兒園,卑南鄉,公立,9,37500,0,4167,0,37500
臺東縣卑南鄉東成國民小學附設幼兒園,卑南鄉,公立,9,37500,0,4167,0,37500
臺東縣卑南鄉溫泉國民小學附設幼兒園,卑南鄉,公立,9,37500,200,4167,22,37500
臺東縣卑南鄉賓朗國民小學附設幼兒園,卑南鄉,公立,9,35500,0,3944,0,35500
臺東縣大武鄉大武國民小學附設幼兒園,大武鄉,公立,9,37500,200,4167,22,37500
臺東縣大武鄉大鳥國民小學附設幼兒園,大武鄉,公立,9,36500,0,4056,0,36500
臺東縣大武鄉尚武國民小學附設幼兒園,大武鄉,公立,9,36500,0,4056,0,36500
臺東縣大武鄉立幼兒園,大武鄉,公立,10,27000,0,2700,0,27000
臺東縣太麻里鄉三和國民小學附設幼兒園,太麻里鄉,公立,9,36500,0,4056,0,36500
臺東縣太麻里鄉大溪國民小學附設幼兒園,太麻里鄉,公立,9,35500,200,3944,22,35500
臺東縣太麻里鄉大王國民小學附設幼兒園,太麻里鄉,公立,9,36500,0,4056,0,36500
臺東縣太麻里鄉立幼兒園,太麻里鄉,公立,10,21350,0,2135,0,21350
臺東縣太麻里鄉美和國民小學附設幼兒園,太麻里鄉,公立,9,36500,0,4056,0,36500
臺東縣太麻里鄉香蘭國民小學附設幼兒園,太麻里鄉,公立,9,35500,0,3944,0,35500
臺東縣延平鄉桃源國民小學附設幼兒園,延平鄉,公立,9,37500,0,4167,0,37500
臺東縣延平鄉武陵國民小學附設幼兒園,延平鄉,公立,9,37500,0,4167,0,37500
臺東縣延平鄉立幼兒園,延平鄉,公立,10,22400,0,2240,0,22400
臺東縣延平鄉紅葉國民小學附設幼兒園,延平鄉,公立,9,33500,0,3722,0,33500
臺東縣延平鄉鸞山國民小學附設幼兒園,延平鄉,公立,9,32900,0,3656,0,32900
臺東縣成功鎮三仙國民小學附設幼兒園,成功鎮,公立,9,37500,0,4167,0,37500
臺東縣成功鎮三民國民小學附設幼兒園,成功鎮,公立,9,37500,0,4167,0,37500
臺東縣成功鎮三民國民小學附設幼兒園和平分班,成功鎮,公立,9,37500,0,4167,0,37500
臺東縣成功鎮信義國民小學附設幼兒園,成功鎮,公立,9,36500,200,4056,22,36500
臺東縣成功鎮忠孝國民小學附設幼兒園,成功鎮,公立,9,37500,0,4167,0,37500
臺東縣成功鎮忠孝國民小學附設幼兒園博愛分班,成功鎮,公立,9,37500,0,4167,0,37500
臺東縣成功鎮成功國民小學附設幼兒園,成功鎮,公立,9,37500,0,4167,0,37500
臺東縣成功鎮立幼兒園,成功鎮,公立,10,31600,0,3160,0,31600
臺東縣東河鄉北源國民小學附設幼兒園,東河鄉,公立,9,35500,200,3944,22,35500
臺東縣東河鄉東河國民小學附設幼兒園,東河鄉,公立,9,37500,0,4167,0,37500
臺東縣東河鄉泰源國民小學附設幼兒園,東河鄉,公立,9,37500,0,4167,0,37500
臺東縣東河鄉興隆國民小學附設幼兒園,東河鄉,公立,9,34500,0,3833,0,34500
臺東縣東河鄉都蘭國民小學附設幼兒園,東河鄉,公立,9,37500,0,4167,0,37500
臺東縣池上鄉大坡國民小學附設幼兒園,池上鄉,公立,9,32500,0,3611,0,32500
臺東縣池上鄉福原國民小學附設幼兒園,池上鄉,公立,9,37500,0,4167,0,37500
臺東縣池上鄉萬安國民小學附設幼兒園,池上鄉,公立,9,32500,0,3611,0,32500
臺東縣池上鄉萬安國民小學附設幼兒園振興分班,池上鄉,公立,9,32500,0,3611,0,32500
臺東縣海端鄉初來國民小學附設幼兒園,海端鄉,公立,9,37500,0,4167,0,37500
臺東縣海端鄉加拿國民小學附設幼兒園,海端鄉,公立,9,35500,0,3944,0,35500
臺東縣海端鄉崁頂國民小學附設幼兒園,海端鄉,公立,9,33500,0,3722,0,33500
臺東縣海端鄉廣原國民小學附設幼兒園,海端鄉,公立,9,35500,0,3944,0,35500
臺東縣海端鄉海端國民小學附設幼兒園,海端鄉,公立,9,34500,0,3833,0,34500
臺東縣海端鄉立幼兒園,海端鄉,公立,10,27400,0,2740,0,27400
臺東縣海端鄉錦屏國民小學附設幼兒園,海端鄉,公立,9,35500,200,3944,22,35500
臺東縣海端鄉霧鹿國民小學附設幼兒園,海端鄉,公立,9,37500,0,4167,0,37500
臺東縣海端鄉霧鹿國民小學附設幼兒園利稻分班,海端鄉,公立,9,37500,0,4167,0,37500
臺東縣私立乖乖幼兒園,臺東市,準公共化,12,111768,9000,9314,750,111768
臺東縣私立何嘉仁幼兒園,臺東市,私立,12,158000,0,13167,0,158000
臺東縣私立博愛幼兒園,成功鎮,準公共化,12,104592,9000,8716,750,104592
臺東縣私立向日葵幼兒園,臺東市,準公共化,12,113040,9000,9420,750,113040
臺東縣私立多多璐幼兒園,臺東市,私立,12,110400,0,9200,0,110400
臺東縣私立東佳幼兒園,臺東市,準公共化,12,121164,9000,10097,750,121164
臺東縣私立牧牧幼兒園,臺東市,準公共化,12,174000,18000,14500,1500,174000
臺東縣私立牧笛幼兒園,臺東市,準公共化,12,137016,9000,11418,750,137016
臺東縣私立獅子王幼兒園,臺東市,私立,12,104000,106920,8667,8910,104000
臺東縣私立福田幼兒園,臺東市,準公共化,12,107848,9000,8987,750,107848
臺東縣私立蒙特梭利幼兒園,臺東市,準公共化,12,111912,9000,9326,750,111912
